id,title,description,category,hand,department,priority,sla_hours,urgency,resolution_steps,citations
syn-0091,Suspected hardware tampering — Kiran (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P0,4,high,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0091 | KB-INF-3
syn-0092,Docker Desktop hypervisor error — Vikram (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P0,4,high,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0092 | KB-INF-2
syn-0093,Suspected hardware tampering — Sree (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P1,24,medium,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0093 | KB-INF-3
syn-0094,Laptop battery not charging — Kiran (Hardware) resolved,Laptop charger plugged in but battery stuck at 3%. No charging light.,Infrastructure,1,Hardware,P0,4,high,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0094 | KB-INF-1
syn-0095,Suspected hardware tampering — Vikram (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P2,48,low,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0095 | KB-INF-3
syn-0096,Docker Desktop hypervisor error — Sree (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P1,24,medium,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0096 | KB-INF-2
syn-0097,Suspected hardware tampering — Kiran (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P1,24,medium,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0097 | KB-INF-3
syn-0098,Printer paper jam on floor 7 — Vikram (Hardware) resolved,"Printer paper jammed in 7nd floor office printer. Toner OK, red jam light on.",Infrastructure,1,Hardware,P2,48,low,Open the front panel and remove jammed sheets gently. | Check the rear duplexer for torn paper fragments. | Run a test print from the device panel.,SYN-0098 | KB-INF-1
syn-0099,Laptop battery not charging — Sree (Hardware) resolved,Laptop charger plugged in but battery stuck at 9%. No charging light.,Infrastructure,1,Hardware,P0,4,high,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0099 | KB-INF-1
syn-0100,Laptop battery not charging — Kiran (Hardware) resolved,Laptop charger plugged in but battery stuck at 4%. No charging light.,Infrastructure,1,Hardware,P1,24,medium,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0100 | KB-INF-1
syn-0101,Printer paper jam on floor 6 — Vikram (Hardware) resolved,"Printer paper jammed in 6nd floor office printer. Toner OK, red jam light on.",Infrastructure,1,Hardware,P2,48,low,Open the front panel and remove jammed sheets gently. | Check the rear duplexer for torn paper fragments. | Run a test print from the device panel.,SYN-0101 | KB-INF-1
syn-0102,Laptop battery not charging — Sree (Hardware) resolved,Laptop charger plugged in but battery stuck at 2%. No charging light.,Infrastructure,1,Hardware,P1,24,medium,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0102 | KB-INF-1
syn-0103,Laptop battery not charging — Kiran (Hardware) resolved,Laptop charger plugged in but battery stuck at 7%. No charging light.,Infrastructure,1,Hardware,P0,4,high,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0103 | KB-INF-1
syn-0104,Laptop fan loud after update — Vikram (Hardware) resolved,Laptop fan running loud and hot after Windows update build 3.,Infrastructure,2,Hardware,P2,48,low,Check Task Manager for runaway CPU processes. | Clear dust from vents; verify thermal paste if under warranty. | Rollback recent kernel/driver update if issue started immediately.,SYN-0104 | KB-INF-2
syn-0105,Suspected hardware tampering — Sree (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P1,24,medium,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0105 | KB-INF-3
syn-0106,Docker Desktop hypervisor error — Kiran (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P2,48,low,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0106 | KB-INF-2
syn-0107,Docker Desktop hypervisor error — Vikram (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P1,24,medium,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0107 | KB-INF-2
syn-0108,Docker Desktop hypervisor error — Sree (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P2,48,low,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0108 | KB-INF-2
syn-0109,Laptop battery not charging — Kiran (Hardware) resolved,Laptop charger plugged in but battery stuck at 8%. No charging light.,Infrastructure,1,Hardware,P0,4,high,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0109 | KB-INF-1
syn-0110,Docker Desktop hypervisor error — Vikram (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P1,24,medium,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0110 | KB-INF-2
syn-0111,Docker Desktop hypervisor error — Sree (Hardware) resolved,Docker Desktop failing to start with hypervisor error after BIOS update.,Infrastructure,2,Hardware,P1,24,medium,Enable VT-x/AMD-V in BIOS settings. | Disable conflicting hypervisors (VirtualBox/WSL1). | Reinstall Docker Desktop with admin rights.,SYN-0111 | KB-INF-2
syn-0112,Printer paper jam on floor 8 — Kiran (Hardware) resolved,"Printer paper jammed in 8nd floor office printer. Toner OK, red jam light on.",Infrastructure,1,Hardware,P0,4,high,Open the front panel and remove jammed sheets gently. | Check the rear duplexer for torn paper fragments. | Run a test print from the device panel.,SYN-0112 | KB-INF-1
syn-0113,Laptop battery not charging — Vikram (Hardware) resolved,Laptop charger plugged in but battery stuck at 9%. No charging light.,Infrastructure,1,Hardware,P2,48,low,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0113 | KB-INF-1
syn-0114,Laptop battery not charging — Sree (Hardware) resolved,Laptop charger plugged in but battery stuck at 7%. No charging light.,Infrastructure,1,Hardware,P1,24,medium,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0114 | KB-INF-1
syn-0115,Laptop battery not charging — Kiran (Hardware) resolved,Laptop charger plugged in but battery stuck at 7%. No charging light.,Infrastructure,1,Hardware,P2,48,low,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0115 | KB-INF-1
syn-0116,Suspected hardware tampering — Vikram (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P1,24,medium,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0116 | KB-INF-3
syn-0117,Laptop battery not charging — Sree (Hardware) resolved,Laptop charger plugged in but battery stuck at 9%. No charging light.,Infrastructure,1,Hardware,P2,48,low,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0117 | KB-INF-1
syn-0118,Laptop fan loud after update — Kiran (Hardware) resolved,Laptop fan running loud and hot after Windows update build 3.,Infrastructure,2,Hardware,P2,48,low,Check Task Manager for runaway CPU processes. | Clear dust from vents; verify thermal paste if under warranty. | Rollback recent kernel/driver update if issue started immediately.,SYN-0118 | KB-INF-2
syn-0119,Laptop fan loud after update — Vikram (Hardware) resolved,Laptop fan running loud and hot after Windows update build 8.,Infrastructure,2,Hardware,P1,24,medium,Check Task Manager for runaway CPU processes. | Clear dust from vents; verify thermal paste if under warranty. | Rollback recent kernel/driver update if issue started immediately.,SYN-0119 | KB-INF-2
syn-0120,Printer paper jam on floor 4 — Sree (Hardware) resolved,"Printer paper jammed in 4nd floor office printer. Toner OK, red jam light on.",Infrastructure,1,Hardware,P1,24,medium,Open the front panel and remove jammed sheets gently. | Check the rear duplexer for torn paper fragments. | Run a test print from the device panel.,SYN-0120 | KB-INF-1
syn-0121,Printer paper jam on floor 4 — Kiran (Hardware) resolved,"Printer paper jammed in 4nd floor office printer. Toner OK, red jam light on.",Infrastructure,1,Hardware,P1,24,medium,Open the front panel and remove jammed sheets gently. | Check the rear duplexer for torn paper fragments. | Run a test print from the device panel.,SYN-0121 | KB-INF-1
syn-0122,Laptop fan loud after update — Vikram (Hardware) resolved,Laptop fan running loud and hot after Windows update build 8.,Infrastructure,2,Hardware,P2,48,low,Check Task Manager for runaway CPU processes. | Clear dust from vents; verify thermal paste if under warranty. | Rollback recent kernel/driver update if issue started immediately.,SYN-0122 | KB-INF-2
syn-0123,Laptop battery not charging — Sree (Hardware) resolved,Laptop charger plugged in but battery stuck at 5%. No charging light.,Infrastructure,1,Hardware,P2,48,low,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0123 | KB-INF-1
syn-0124,Laptop fan loud after update — Kiran (Hardware) resolved,Laptop fan running loud and hot after Windows update build 9.,Infrastructure,2,Hardware,P0,4,high,Check Task Manager for runaway CPU processes. | Clear dust from vents; verify thermal paste if under warranty. | Rollback recent kernel/driver update if issue started immediately.,SYN-0124 | KB-INF-2
syn-0125,Suspected hardware tampering — Vikram (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P2,48,low,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0125 | KB-INF-3
syn-0126,Suspected hardware tampering — Sree (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P1,24,medium,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0126 | KB-INF-3
syn-0127,Printer paper jam on floor 5 — Kiran (Hardware) resolved,"Printer paper jammed in 5nd floor office printer. Toner OK, red jam light on.",Infrastructure,1,Hardware,P0,4,high,Open the front panel and remove jammed sheets gently. | Check the rear duplexer for torn paper fragments. | Run a test print from the device panel.,SYN-0127 | KB-INF-1
syn-0128,Laptop battery not charging — Vikram (Hardware) resolved,Laptop charger plugged in but battery stuck at 2%. No charging light.,Infrastructure,1,Hardware,P0,4,high,"Reseat power adapter and try another wall outlet. | Hard-reset: shut down, hold power 30 seconds, reboot. | Update battery driver from vendor support site.",SYN-0128 | KB-INF-1
syn-0129,Suspected hardware tampering — Sree (Hardware) resolved,Workstation case seal broken; unknown USB device found inserted overnight.,Infrastructure,3,Hardware,P1,24,medium,Isolate device from network immediately. | Escalate to SecOps for forensic imaging. | Do not power off until specialist advises.,SYN-0129 | KB-INF-3
